numero,data_pedido,hora_pedido,cliente,endereco,telefone,tipo_entrega,valor_pizza,valor_borda,valor_refrigerante,valor_entrega,valor_total,hora_entrega,tempo
1886,2012-02-08,19:30:00,"Cliente 1886","Endereco 1886",00-000-1885,Buscar,32,0,0,0,32,20:10:00,00:40:00
1887,2012-02-08,19:30:00,"Cliente 1887","Endereco 1887",00-000-1886,Buscar,36,0,0,0,36,20:14:00,00:44:00
1888,2012-02-08,19:40:00,"Cliente 1888","Endereco 1888",00-000-1887,Buscar,30,0,4,0,34,20:30:00,00:50:00
1889,2012-02-08,20:01:00,"Cliente 1889","Endereco 1889",00-000-1888,Entrega,30,0,0,2.5,32.5,20:50:00,00:49:00
1890,2012-02-08,20:08:00,"Cliente 1890","Endereco 1890",00-000-1889,Entrega,33,3,4.5,2.5,43,20:40:00,00:32:00
1891,2012-02-08,20:09:00,"Cliente 1891","Endereco 1891",00-000-1890,Buscar,27,0,0,0,27,20:42:00,00:33:00
1892,2012-02-08,20:17:00,"Cliente 1892","Endereco 1892",00-000-1891,Entrega,27,0,0,2.5,27,20:52:00,00:35:00
1893,2012-02-08,20:21:00,"Cliente 1893","Endereco 1893",00-000-1892,Entrega,27,0,0,2.5,29.5,20:43:00,00:22:00
1894,2012-02-08,20:29:00,"Cliente 1894","Endereco 1894",00-000-1893,Entrega,21,0,0,2.5,23.5,21:15:00,00:46:00
1895,2012-02-08,20:53:00,"Cliente 1895","Endereco 1895",00-000-1894,Buscar,36,3,0,0,39,21:35:00,00:42:00
1896,2012-02-08,20:56:00,"Cliente 1896","Endereco 1896",00-000-1895,Entrega,28,0,0,2.5,30.5,21:26:00,00:30:00
1897,2012-02-08,21:14:00,"Cliente 1897","Endereco 1897",00-000-1896,Entrega,32,0,5,2.5,37,21:44:00,00:30:00
1898,2012-02-08,21:20:00,"Cliente 1898","Endereco 1898",00-000-1897,buscar,19.5,0,0,0,19.5,22:00:00,00:40:00
1899,2012-02-08,21:29:00,"Cliente 1899","Endereco 1899",00-000-1898,Buscar,36,0,0,0,36,22:14:00,00:45:00
1900,2012-02-08,22:00:00,"Cliente 1900","Endereco 1900",00-000-1899,Buscar,20,0,5,0,25,22:50:00,00:50:00
1901,2012-02-09,18:41:00,"Cliente 1901","Endereco 1901",00-000-1900,Entrega,15,0,0,2.5,17.5,19:10:00,00:29:00
1902,2012-02-09,19:04:00,"Cliente 1902","Endereco 1902",00-000-1901,Buscar,30,0,0,0,30,19:50:00,00:46:00
1903,2012-02-09,19:30:00,"Cliente 1903","Endereco 1903",00-000-1902,Entrega,23,0,4.5,2.5,30,20:10:00,00:40:00
1904,2012-02-09,19:46:00,"Cliente 1904","Endereco 1904",00-000-1903,Entrega,36,0,0,2.5,38.5,20:30:00,00:44:00
1905,2012-02-09,19:53:00,"Cliente 1905","Endereco 1905",00-000-1904,Buscar,30,0,0,0,30,20:30:00,00:37:00
1906,2012-02-09,20:01:00,"Cliente 1906","Endereco 1906",00-000-1905,Entrega,27,0,0,2.5,27,20:50:00,00:49:00
1907,2012-02-09,20:05:00,"Cliente 1907","Endereco 1907",00-000-1906,Entrega,36,0,0,2.5,36,20:57:00,00:52:00
1908,2012-02-09,19:59:00,"Cliente 1908","Endereco 1908",00-000-1907,Entrega,36,3,0,2.5,39,20:34:00,00:35:00
1909,2012-02-09,20:06:00,"Cliente 1909","Endereco 1909",00-000-1908,Buscar,27,0,0,0,27,20:57:00,00:51:00
1910,2012-02-09,20:10:00,"Cliente 1910","Endereco 1910",00-000-1909,Entrega,30,0,0,2.5,30,20:57:00,00:47:00
1911,2012-02-09,20:18:00,"Cliente 1911","Endereco 1911",00-000-1910,Buscar,36,0,5,0,41,21:10:00,00:52:00
1912,2012-02-09,20:49:00,"Cliente 1912","Endereco 1912",00-000-1911,Buscar,36,0,0,0,36,21:30:00,00:41:00
1913,2012-02-09,20:50:00,"Cliente 1913","Endereco 1913",00-000-1912,Buscar,23,0,0,0,23,21:17:00,00:27:00
1914,2012-02-09,21:23:00,"Cliente 1914","Endereco 1914",00-000-1913,Buscar,32,0,5,0,37,22:10:00,00:47:00
1915,2012-02-09,21:31:00,"Cliente 1915","Endereco 1915",00-000-1914,Entrega,27,3,0,2.5,30,21:55:00,00:24:00
1916,2012-02-09,21:32:00,"Cliente 1916","Endereco 1916",00-000-1915,Entrega,36,0,0,2.5,38.5,22:10:00,00:38:00
1917,2012-02-09,21:39:00,"Cliente 1917","Endereco 1917",00-000-1916,Entrega,27,3,0,2.5,30,22:22:00,00:43:00
1918,2012-02-09,21:42:00,"Cliente 1918","Endereco 1918",00-000-1917,Entrega,24,0,0,2.5,24,22:35:00,00:53:00
1919,2012-02-09,22:40:00,"Cliente 1919","Endereco 1919",00-000-1918,Entrega,27,0,0,2.5,27,23:15:00,00:35:00
1920,2012-02-10,18:00:00,"Cliente 1920","Endereco 1920",00-000-1919,Buscar,32,0,0,0,32,18:50:00,00:50:00
1921,2012-02-10,18:48:00,"Cliente 1921","Endereco 1921",00-000-1920,Entrega,25,0,4.5,2.5,32,19:30:00,00:42:00
1922,2012-02-10,18:53:00,"Cliente 1922","Endereco 1922",00-000-1921,Buscar,36,0,0,0,36,19:45:00,00:52:00
1923,2012-02-10,19:18:00,"Cliente 1923","Endereco 1923",00-000-1922,Buscar,22,0,5,0,27,19:45:00,00:27:00
1924,2012-02-10,19:25:00,"Cliente 1924","Endereco 1924",00-000-1923,Buscar,22,0,5,0,27,19:57:00,00:32:00
1925,2012-02-10,19:27:00,"Cliente 1925","Endereco 1925",00-000-1924,Entrega,27,0,0,2.5,27,20:10:00,00:43:00
1926,2012-02-10,19:27:00,"Cliente 1926","Endereco 1926",00-000-1925,Buscar,36,0,0,0,36,19:45:00,00:18:00
1927,2012-02-10,19:36:00,"Cliente 1927","Endereco 1927",00-000-1926,Entrega,32,0,0,2.5,32,20:30:00,00:54:00
1928,2012-02-10,19:55:00,"Cliente 1928","Endereco 1928",00-000-1927,Entrega,22,0,0,2.5,22,20:46:00,00:51:00
1929,2012-02-10,20:00:00,"Cliente 1929","Endereco 1929",00-000-1928,Buscar,26,0,0,0,26,20:40:00,00:40:00
1930,2012-02-10,20:04:00,"Cliente 1930","Endereco 1930",00-000-1929,Entrega,32,0,0,2.5,32,20:46:00,00:42:00
1931,2012-02-10,20:09:00,"Cliente 1931","Endereco 1931",00-000-1930,Buscar,32,0,4,0,36,20:40:00,00:31:00
1932,2012-02-10,20:18:00,"Cliente 1932","Endereco 1932",00-000-1931,Buscar,36,0,0,0,36,21:00:00,00:42:00
1933,2012-02-10,20:26:00,"Cliente 1933","Endereco 1933",00-000-1932,Entrega,36,0,0,2.5,36,21:15:00,00:49:00
1934,2012-02-10,20:42:00,"Cliente 1934","Endereco 1934",00-000-1933,Buscar,36,0,0,0,36,21:30:00,00:48:00
1935,2012-02-10,20:49:00,"Cliente 1935","Endereco 1935",00-000-1934,Entrega,32,0,0,2.5,34.5,21:15:00,00:26:00
1936,2012-02-10,20:57:00,"Cliente 1936","Endereco 1936",00-000-1935,Entrega,29,0,0,2.5,31.5,21:41:00,00:44:00
1937,2012-02-10,21:10:00,"Cliente 1937","Endereco 1937",00-000-1936,Entrega,27,0,0,2.5,27,22:00:00,00:50:00
1938,2012-02-10,21:19:00,"Cliente 1938","Endereco 1938",00-000-1937,Entrega,35,0,0,2.5,35,22:14:00,00:55:00
1939,2012-02-10,21:20:00,"Cliente 1939","Endereco 1939",00-000-1938,Entrega,36,3,0,2.5,39,22:14:00,00:54:00
1940,2012-02-10,21:25:00,"Cliente 1940","Endereco 1940",00-000-1939,Buscar,27,2.5,0,0,29.5,22:06:00,00:41:00
1941,2012-02-10,21:30:00,"Cliente 1941","Endereco 1941",00-000-1940,Entrega,26,0,0,2.5,28.5,22:19:00,00:49:00
1942,2012-02-10,21:42:00,"Cliente 1942","Endereco 1942",00-000-1941,Entrega,36,3,4,2.5,43,22:34:00,00:52:00
1943,2012-02-10,21:46:00,"Cliente 1943","Endereco 1943",00-000-1942,Entrega,36,0,0,2.5,36,22:14:00,00:28:00
1944,2012-02-10,21:52:00,"Cliente 1944","Endereco 1944",00-000-1943,Entrega,21,0,0,2.5,21,22:44:00,00:52:00
1945,2012-02-10,21:54:00,"Cliente 1945","Endereco 1945",00-000-1944,Entrega,36,3,0,2.5,39,22:34:00,00:40:00
1946,2012-02-10,23:00:00,"Cliente 1946","Endereco 1946",00-000-1945,Entrega,36,0,0,2.5,38.5,23:55:00,00:55:00
1947,2012-02-10,23:39:00,"Cliente 1947","Endereco 1947",00-000-1946,Buscar,36,0,0,0,36,23:55:00,00:16:00
1948,2012-02-10,23:40:00,"Cliente 1948","Endereco 1948",00-000-1947,Entrega,25,0,0,2.5,25,23:55:00,00:15:00
1949,2012-02-10,23:40:00,"Cliente 1949","Endereco 1949",00-000-1948,Buscar,12,0,0,0,12,23:55:00,00:15:00
1950,2012-02-10,23:40:00,"Cliente 1950","Endereco 1950",00-000-1949,Buscar,36,0,0,0,36,23:55:00,00:15:00
1951,2012-02-10,23:43:00,"Cliente 1951","Endereco 1951",00-000-1950,Entrega,26,0,0,2.5,28.5,23:55:00,00:12:00
1952,2012-02-11,19:10:00,"Cliente 1952","Endereco 1952",00-000-1951,Buscar,23,0,0,0,23,20:00:00,00:50:00
1953,2012-02-11,19:13:00,"Cliente 1953","Endereco 1953",00-000-1952,Entrega,36,0,0,2.5,38.5,19:45:00,00:32:00
1954,2012-02-11,19:33:00,"Cliente 1954","Endereco 1954",00-000-1953,Buscar,27,0,5,0,32,20:00:00,00:27:00
1955,2012-02-11,19:44:00,"Cliente 1955","Endereco 1955",00-000-1954,Entrega,36,0,4,2.5,40,20:14:00,00:30:00
1956,2012-02-11,19:55:00,"Cliente 1956","Endereco 1956",00-000-1955,Buscar,22,0,0,0,22,20:40:00,00:45:00
1957,2012-02-11,19:58:00,"Cliente 1957","Endereco 1957",00-000-1956,Entrega,30,0,0,2.5,30,20:27:00,00:29:00
1958,2012-02-11,20:00:00,"Cliente 1958","Endereco 1958",00-000-1957,Entrega,27,0,0,2.5,29.5,20:50:00,00:50:00
1959,2012-02-11,20:04:00,"Cliente 1959","Endereco 1959",00-000-1958,Entrega,30,0,0,2.5,32.5,20:50:00,00:46:00
1960,2012-02-11,20:16:00,"Cliente 1960","Endereco 1960",00-000-1959,Buscar,36,0,0,0,36,20:55:00,00:39:00
1961,2012-02-11,20:22:00,"Cliente 1961","Endereco 1961",00-000-1960,Buscar,32,0,0,0,32,21:09:00,00:47:00
1962,2012-02-11,20:23:00,"Cliente 1962","Endereco 1962",00-000-1961,Buscar,28,0,4.5,0,32.5,21:00:00,00:37:00
1963,2012-02-11,20:42:00,"Cliente 1963","Endereco 1963",00-000-1962,Entrega,30,0,5,2.5,35,21:09:00,00:27:00
1964,2012-02-11,20:55:00,"Cliente 1964","Endereco 1964",00-000-1963,Entrega,27,0,5,2.5,32,21:30:00,00:35:00
1965,2012-02-11,20:44:00,"Cliente 1965","Endereco 1965",00-000-1964,Entrega,27,0,0,2.5,27,21:04:00,00:20:00
1966,2012-02-11,20:46:00,"Cliente 1966","Endereco 1966",00-000-1965,Entrega,28,0,0,2.5,30.5,21:35:00,00:49:00
1967,2012-02-11,20:49:00,"Cliente 1967","Endereco 1967",00-000-1966,Entrega,36,0,0,2.5,36,21:26:00,00:37:00
1968,2012-02-11,20:52:00,"Cliente 1968","Endereco 1968",00-000-1967,Entrega,33,0,0,2.5,35.5,21:30:00,00:38:00
1969,2012-02-11,20:56:00,"Cliente 1969","Endereco 1969",00-000-1968,Entrega,27,0,0,2.5,27,21:37:00,00:41:00
1970,2012-02-11,21:00:00,"Cliente 1970","Endereco 1970",00-000-1969,Buscar,36,3,0,0,39,21:50:00,00:50:00
1971,2012-02-11,21:03:00,"Cliente 1971","Endereco 1971",00-000-1970,Entrega,27,0,0,2.5,27,21:46:00,00:43:00
1972,2012-02-11,21:07:00,"Cliente 1972","Endereco 1972",00-000-1971,Entrega,36,0,0,2.5,38.5,21:55:00,00:48:00
1973,2012-02-11,21:20:00,"Cliente 1973","Endereco 1973",00-000-1972,Entrega,22,0,0,2.5,22,21:46:00,00:26:00
1974,2012-02-11,21:12:00,"Cliente 1974","Endereco 1974",00-000-1973,Entrega,36,0,0,2.5,36,22:03:00,00:51:00
1975,2012-02-11,21:15:00,"Cliente 1975","Endereco 1975",00-000-1974,Entrega,24,0,0,2.5,24,21:48:00,00:33:00
1976,2012-02-11,21:22:00,"Cliente 1976","Endereco 1976",00-000-1975,Entrega,27,2.5,0,2.5,32,22:06:00,00:44:00
1977,2012-02-11,21:25:00,"Cliente 1977","Endereco 1977",00-000-1976,Entrega,36,0,0,2.5,36,21:59:00,00:34:00
1978,2012-02-11,21:29:00,"Cliente 1978","Endereco 1978",00-000-1977,Entrega,23,0,0,2.5,25.5,22:15:00,00:46:00
1979,2012-02-11,21:30:00,"Cliente 1979","Endereco 1979",00-000-1978,Buscar,32,3,0,0,35,22:10:00,00:40:00
1980,2012-02-11,21:30:00,"Cliente 1980","Endereco 1980",00-000-1979,Buscar,30,0,0,0,30,22:00:00,00:30:00
1981,2012-02-11,21:40:00,"Cliente 1981","Endereco 1981",00-000-1980,Buscar,28,0,0,0,28,22:20:00,00:40:00
1982,2012-02-11,21:42:00,"Cliente 1982","Endereco 1982",00-000-1981,Entrega,27,3,0,2.5,30,22:27:00,00:45:00
1983,2012-02-11,21:51:00,"Cliente 1983","Endereco 1983",00-000-1982,Entrega,36,0,0,2.5,36,22:40:00,00:49:00
1984,2012-02-11,21:53:00,"Cliente 1984","Endereco 1984",00-000-1983,Buscar,34,2.5,0,0,36.5,22:40:00,00:47:00
1985,2012-02-11,21:54:00,"Cliente 1985","Endereco 1985",00-000-1984,Entrega,32,3,0,2.5,35,22:45:00,00:51:00
1986,2012-02-11,21:55:00,"Cliente 1986","Endereco 1986",00-000-1985,Entrega,24,0,4,2.5,28,22:40:00,00:45:00
1987,2012-02-11,22:01:00,"Cliente 1987","Endereco 1987",00-000-1986,Buscar,27,0,5,0,32,22:55:00,00:54:00
1988,2012-02-11,22:17:00,"Cliente 1988","Endereco 1988",00-000-1987,Buscar,20,0,0,0,20,23:00:00,00:43:00
1989,2012-02-11,23:01:00,"Cliente 1989","Endereco 1989",00-000-1988,Entrega,27,3,0,2.5,30,23:24:00,00:23:00
1990,2012-02-11,23:07:00,"Cliente 1990","Endereco 1990",00-000-1989,Entrega,32,0,0,2.5,32,23:36:00,00:29:00
1991,2012-02-11,23:07:00,"Cliente 1991","Endereco 1991",00-000-1990,Buscar,30,0,0,0,30,23:36:00,00:29:00
1992,2012-02-11,23:09:00,"Cliente 1992","Endereco 1992",00-000-1991,Buscar,26,0,0,0,26,23:55:00,00:46:00
1993,2012-02-11,23:26:00,"Cliente 1993","Endereco 1993",00-000-1992,Entrega,20,0,4.5,2.5,27,23:55:00,00:29:00
1994,2012-02-12,23:30:00,"Cliente 1994","Endereco 1994",00-000-1993,Buscar,36,0,0,0,36,23:55:00,00:25:00
1995,2012-02-12,19:32:00,"Cliente 1995","Endereco 1995",00-000-1994,Buscar,32,0,0,0,32,20:03:00,00:31:00
1996,2012-02-12,19:50:00,"Cliente 1996","Endereco 1996",00-000-1995,Buscar,23,0,0,0,23,20:40:00,00:50:00
1997,2012-02-12,19:56:00,"Cliente 1997","Endereco 1997",00-000-1996,Entrega,36,0,0,2.5,36,20:27:00,00:31:00
1998,2012-02-12,20:23:00,"Cliente 1998","Endereco 1998",00-000-1997,Entrega,30,0,4.5,2.5,37,21:00:00,00:37:00
1999,2012-02-12,20:26:00,"Cliente 1999","Endereco 1999",00-000-1998,Buscar,28,0,5,0,33,21:15:00,00:49:00
2000,2012-02-12,20:33:00,"Cliente 2000","Endereco 2000",00-000-1999,Entrega,36,3,0,2.5,41.5,21:20:00,00:47:00
2001,2012-02-12,20:38:00,"Cliente 2001","Endereco 2001",00-000-2000,Entrega,36,0,0,2.5,36,21:08:00,00:30:00
2002,2012-02-12,20:43:00,"Cliente 2002","Endereco 2002",00-000-2001,Entrega,32,0,0,2.5,32,21:27:00,00:44:00
2003,2012-02-12,20:52:00,"Cliente 2003","Endereco 2003",00-000-2002,Buscar,36,0,0,0,36,21:30:00,00:38:00
2004,2012-02-12,20:51:00,"Cliente 2004","Endereco 2004",00-000-2003,Entrega,27,0,0,2.5,27,21:27:00,00:36:00
2005,2012-02-12,20:50:00,"Cliente 2005","Endereco 2005",00-000-2004,Entrega,35,0,0,2.5,35,21:40:00,00:50:00
2006,2012-02-12,20:52:00,"Cliente 2006","Endereco 2006",00-000-2005,Buscar,21,0,0,0,21,21:45:00,00:53:00
2007,2012-02-12,20:52:00,"Cliente 2007","Endereco 2007",00-000-2006,Entrega,18,0,0,2.5,20.5,21:30:00,00:38:00
2008,2012-02-12,20:56:00,"Cliente 2008","Endereco 2008",00-000-2007,Entrega,30,0,0,2.5,32.5,21:40:00,00:44:00
2009,2012-02-12,21:13:00,"Cliente 2009","Endereco 2009",00-000-2008,Entrega,24,0,0,2.5,24,22:01:00,00:48:00
2010,2012-02-12,21:22:00,"Cliente 2010","Endereco 2010",00-000-2009,Entrega,30,0,0,2.5,32.5,22:00:00,00:38:00
2011,2012-02-12,21:26:00,"Cliente 2011","Endereco 2011",00-000-2010,Entrega,36,0,0,2.5,36,22:17:00,00:51:00
2012,2012-02-12,21:32:00,"Cliente 2012","Endereco 2012",00-000-2011,Entrega,28,0,0,2.5,30.5,22:10:00,00:38:00
2013,2012-02-12,21:35:00,"Cliente 2013","Endereco 2013",00-000-2012,Entrega,36,0,4,2.5,40,22:30:00,00:55:00
2014,2012-02-12,22:07:00,"Cliente 2014","Endereco 2014",00-000-2013,Entrega,36,0,5,2.5,41,22:30:00,00:23:00
2015,2012-02-12,22:10:00,"Cliente 2015","Endereco 2015",00-000-2014,Entrega,15,0,0,2.5,17.5,22:45:00,00:35:00
2016,2012-02-12,22:46:00,"Cliente 2016","Endereco 2016",00-000-2015,Entrega,20,0,4.5,2.5,27,23:30:00,00:44:00
2017,2012-02-12,22:54:00,"Cliente 2017","Endereco 2017",00-000-2016,Entrega,36,0,5,2.5,41,23:38:00,00:44:00
2018,2012-02-12,22:54:00,"Cliente 2018","Endereco 2018",00-000-2017,Entrega,30,2.5,0,2.5,35,23:40:00,00:46:00
2019,2012-02-12,23:00:00,"Cliente 2019","Endereco 2019",00-000-2018,Buscar,36,0,0,0,31.5,23:55:00,00:55:00
2020,2012-02-12,23:35:00,"Cliente 2020","Endereco 2020",00-000-2019,Buscar,33,0,0,0,33,23:55:00,00:20:00
2021,2012-02-14,18:00:00,"Cliente 2021","Endereco 2021",00-000-2020,Entrega,28,0,4.5,2.5,35,18:55:00,00:55:00
2022,2012-02-14,17:50:00,"Cliente 2022","Endereco 2022",00-000-2021,Buscar,20,0,0,0,20,18:40:00,00:50:00
2023,2012-02-14,18:05:00,"Cliente 2023","Endereco 2023",00-000-2022,Entrega,28,0,4.5,2.5,35,18:45:00,00:40:00
2024,2012-02-14,18:07:00,"Cliente 2024","Endereco 2024",00-000-2023,Buscar,32,0,0,0,32,18:50:00,00:43:00
2025,2012-02-14,18:07:00,"Cliente 2025","Endereco 2025",00-000-2024,Buscar,50,0,0,0,50,18:50:00,00:43:00
2026,2012-02-14,18:51:00,"Cliente 2026","Endereco 2026",00-000-2025,Entrega,36,0,4,2.5,40,19:32:00,00:41:00
2027,2012-02-14,18:08:00,"Cliente 2027","Endereco 2027",00-000-2026,Buscar,32,0,0,0,32,19:00:00,00:52:00
2028,2012-02-14,19:06:00,"Cliente 2028","Endereco 2028",00-000-2027,Entrega,27,0,0,2.5,27,19:40:00,00:34:00
2029,2012-02-14,18:47:00,"Cliente 2029","Endereco 2029",00-000-2028,Entrega,15,0,0,2.5,17.5,19:40:00,00:53:00
2030,2012-02-14,19:18:00,"Cliente 2030","Endereco 2030",00-000-2029,Entrega,32,2.5,0,2.5,37,19:55:00,00:37:00
2031,2012-02-14,19:03:00,"Cliente 2031","Endereco 2031",00-000-2030,Entrega,24,3,0,2.5,27,19:42:00,00:39:00
2032,2012-02-14,19:49:00,"Cliente 2032","Endereco 2032",00-000-2031,Buscar,30,0,0,0,30,20:10:00,00:21:00
2033,2012-02-14,19:08:00,"Cliente 2033","Endereco 2033",00-000-2032,Buscar,31,0,0,0,31,19:45:00,00:37:00
2034,2012-02-14,20:08:00,"Cliente 2034","Endereco 2034",00-000-2033,Buscar,25,0,4,0,29,20:30:00,00:22:00
2035,2012-02-14,19:21:00,"Cliente 2035","Endereco 2035",00-000-2034,Entrega,23,0,0,2.5,25.5,20:00:00,00:39:00
2036,2012-02-14,21:22:00,"Cliente 2036","Endereco 2036",00-000-2035,Entrega,32,0,0,2.5,32,21:59:00,00:37:00
2037,2012-02-14,19:21:00,"Cliente 2037","Endereco 2037",00-000-2036,Entrega,22,0,0,2.5,24.5,20:00:00,00:39:00
2038,2012-02-14,23:07:00,"Cliente 2038","Endereco 2038",00-000-2037,Entrega,27,0,0,2.5,27,23:46:00,00:39:00
2039,2012-02-14,19:24:00,"Cliente 2039","Endereco 2039",00-000-2038,Entrega,30,0,0,2.5,30,20:10:00,00:46:00
2040,2012-02-14,23:09:00,"Cliente 2040","Endereco 2040",00-000-2039,Buscar,32,0,0,0,32,23:40:00,00:31:00
2041,2012-02-14,19:39:00,"Cliente 2041","Endereco 2041",00-000-2040,Entrega,18,0,0,2.5,20.5,20:30:00,00:51:00
2042,2012-02-14,19:41:00,"Cliente 2042","Endereco 2042",00-000-2041,Entrega,27,3,0,2.5,30,20:28:00,00:47:00
2043,2012-02-14,19:46:00,"Cliente 2043","Endereco 2043",00-000-2042,Entrega,28,0,4,2.5,34.5,20:30:00,00:44:00
2044,2012-02-14,19:52:00,"Cliente 2044","Endereco 2044",00-000-2043,Entrega,26,0,4.5,2.5,33,20:14:00,00:22:00
2045,2012-02-14,19:55:00,"Cliente 2045","Endereco 2045",00-000-2044,Entrega,36,2.5,0,2.5,41,20:30:00,00:35:00
2046,2012-02-14,20:05:00,"Cliente 2046","Endereco 2046",00-000-2045,Buscar,30,0,0,0,30,20:50:00,00:45:00
2047,2012-02-14,20:06:00,"Cliente 2047","Endereco 2047",00-000-2046,Entrega,20,0,0,2.5,22.5,20:50:00,00:44:00
2048,2012-02-14,20:06:00,"Cliente 2048","Endereco 2048",00-000-2047,Entrega,33,0,0,2.5,35.5,20:20:00,00:14:00
2049,2012-02-14,20:13:00,"Cliente 2049","Endereco 2049",00-000-2048,Buscar,26,0,0,0,26,21:00:00,00:47:00
2050,2012-02-14,20:11:00,"Cliente 2050","Endereco 2050",00-000-2049,Entrega,30,0,0,2.5,32.5,20:49:00,00:38:00
2051,2012-02-14,20:16:00,"Cliente 2051","Endereco 2051",00-000-2050,Entrega,21,0,0,2.5,23.5,21:02:00,00:46:00
2052,2012-02-14,20:18:00,"Cliente 2052","Endereco 2052",00-000-2051,Entrega,24,0,0,2.5,24,21:00:00,00:42:00
2053,2012-02-14,20:23:00,"Cliente 2053","Endereco 2053",00-000-2052,Entrega,28,3,0,2.5,33.5,21:00:00,00:37:00
2054,2012-02-14,20:24:00,"Cliente 2054","Endereco 2054",00-000-2053,Entrega,36,3,0,2.5,39,21:00:00,00:36:00
2055,2012-02-14,20:25:00,"Cliente 2055","Endereco 2055",00-000-2054,Buscar,27,0,0,0,27,21:00:00,00:35:00
2056,2012-02-14,20:42:00,"Cliente 2056","Endereco 2056",00-000-2055,Entrega,28,0,0,3,31,21:30:00,00:48:00
2057,2012-02-14,20:48:00,"Cliente 2057","Endereco 2057",00-000-2056,Buscar,32,0,0,0,32,21:30:00,00:42:00
2058,2012-02-14,20:50:00,"Cliente 2058","Endereco 2058",00-000-2057,Entrega,30,0,4,2.5,36.5,21:40:00,00:50:00
2059,2012-02-14,20:55:00,"Cliente 2059","Endereco 2059",00-000-2058,Entrega,32,3,0,2.5,35,21:50:00,00:55:00
2060,2012-02-14,20:55:00,"Cliente 2060","Endereco 2060",00-000-2059,Buscar,28,0,0,0,28,21:30:00,00:35:00
2061,2012-02-14,20:57:00,"Cliente 2061","Endereco 2061",00-000-2060,Buscar,32,0,0,0,32,21:20:00,00:23:00
2062,2012-02-14,21:00:00,"Cliente 2062","Endereco 2062",00-000-2061,Entrega,36,3,0,2.5,39,21:50:00,00:50:00
2063,2012-02-14,21:00:00,"Cliente 2063","Endereco 2063",00-000-2062,Entrega,23,0,4.5,2.5,30,21:35:00,00:35:00
2064,2012-02-14,21:08:00,"Cliente 2064","Endereco 2064",00-000-2063,Entrega,24,0,0,2.5,24,22:00:00,00:52:00
2065,2012-02-14,21:10:00,"Cliente 2065","Endereco 2065",00-000-2064,Entrega,22,0,0,2.5,24.5,21:50:00,00:40:00
2066,2012-02-14,21:19:00,"Cliente 2066","Endereco 2066",00-000-2065,Buscar,27,0,0,0,27,22:00:00,00:41:00
2067,2012-02-14,21:32:00,"Cliente 2067","Endereco 2067",00-000-2066,Entrega,23,0,0,2.5,25.5,22:15:00,00:43:00
2068,2012-02-14,21:29:00,"Cliente 2068","Endereco 2068",00-000-2067,Entrega,30,0,0,2.5,32.5,22:20:00,00:51:00
2069,2012-02-14,21:29:00,"Cliente 2069","Endereco 2069",00-000-2068,Entrega,21,0,0,2.5,23.5,22:20:00,00:51:00
2070,2012-02-14,21:50:00,"Cliente 2070","Endereco 2070",00-000-2069,buscar,19.5,0,0,0,19.5,22:30:00,00:40:00
2071,2012-02-14,22:01:00,"Cliente 2071","Endereco 2071",00-000-2070,Buscar,36,0,0,0,36,22:50:00,00:49:00
2072,2012-02-14,22:00:00,"Cliente 2072","Endereco 2072",00-000-2071,Entrega,32,0,0,2.5,34.5,22:45:00,00:45:00
2073,2012-02-14,22:05:00,"Cliente 2073","Endereco 2073",00-000-2072,Entrega,34,0,0,2.5,34,22:50:00,00:45:00
2074,2012-02-14,22:05:00,"Cliente 2074","Endereco 2074",00-000-2073,Entrega,32,0,4.5,2.5,39,22:40:00,00:35:00
2075,2012-02-14,22:57:00,"Cliente 2075","Endereco 2075",00-000-2074,Entrega,30,0,4.5,2.5,37,23:40:00,00:43:00
2076,2012-02-14,22:59:00,"Cliente 2076","Endereco 2076",00-000-2075,Buscar,23,0,0,0,23,23:45:00,00:46:00
2077,2012-02-14,22:59:00,"Cliente 2077","Endereco 2077",00-000-2076,Buscar,24,0,2,0,26,23:50:00,00:51:00
2078,2012-02-14,23:04:00,"Cliente 2078","Endereco 2078",00-000-2077,Entrega,28,0,0,2.5,30.5,23:55:00,00:51:00
2079,2012-02-14,23:23:00,"Cliente 2079","Endereco 2079",00-000-2078,Buscar,30,0,4,0,34,23:55:00,00:32:00
2080,2012-02-14,23:41:00,"Cliente 2080","Endereco 2080",00-000-2079,Entrega,18,0,0,2.5,20.5,23:55:00,00:14:00
2081,2012-02-15,18:55:00,"Cliente 2081","Endereco 2081",00-000-2080,Entrega,36,3,0,2.5,39,19:41:00,00:46:00
2082,2012-02-15,19:18:00,"Cliente 2082","Endereco 2082",00-000-2081,Buscar,32,0,0,0,32,20:00:00,00:42:00
2083,2012-02-15,20:00:00,"Cliente 2083","Endereco 2083",00-000-2082,Entrega,24,3,0,2.5,27,20:30:00,00:30:00
2084,2012-02-15,20:37:00,"Cliente 2084","Endereco 2084",00-000-2083,Buscar,36,0,0,0,36,21:30:00,00:53:00
2085,2012-02-15,20:37:00,"Cliente 2085","Endereco 2085",00-000-2084,Buscar,36,0,0,0,36,21:30:00,00:53:00
2086,2012-02-15,20:37:00,"Cliente 2086","Endereco 2086",00-000-2085,Buscar,36,0,0,0,36,21:30:00,00:53:00
